postcode,place_name,state_name,state_code,latitude,longitude,accuracy
2285,Glendale,New South Wales,NSW,-32.9319,151.641,4
2286,West Wallsend,New South Wales,NSW,-32.9,151.5833,4
2286,Seahampton,New South Wales,NSW,-32.8895,151.5832,4
2286,Holmesville,New South Wales,NSW,-32.9167,151.5833,4
2287,Birmingham Gardens,New South Wales,NSW,-32.8937,151.6901,4
2287,Rankin Park,New South Wales,NSW,-32.9252,151.6802,4
2287,Elermore Vale,New South Wales,NSW,-32.9162,151.6766,4
2287,Minmi,New South Wales,NSW,-32.8783,151.6173,4
2287,Maryland,New South Wales,NSW,-32.8789,151.6614,4
2287,Fletcher,New South Wales,NSW,-32.8723,151.6401,4
2287,Wallsend South,New South Wales,NSW,-32.897,151.6562,3
2287,Wallsend,New South Wales,NSW,-32.9167,151.6667,4
2287,Summer Hill,New South Wales,NSW,-33.8915,151.1382,4
2289,Highfields,New South Wales,NSW,-32.9533,151.7123,4
2289,Kotara Fair,New South Wales,NSW,-32.9445,151.7073,3
2289,Kotara,New South Wales,NSW,-32.95,151.6833,4
2289,Kotara South,New South Wales,NSW,-32.95,151.6833,4
2289,Adamstown Heights,New South Wales,NSW,-32.9491,151.7101,4
2289,Garden Suburb,New South Wales,NSW,-32.9437,151.6808,4
2289,Adamstown,New South Wales,NSW,-32.9382,151.7254,4
2290,Charlestown,New South Wales,NSW,-32.95,151.6667,4
2290,Dudley,New South Wales,NSW,-32.9937,151.722,4
2290,Whitebridge,New South Wales,NSW,-32.9833,151.7167,4
2290,Bennetts Green,New South Wales,NSW,-32.9955,151.6879,4
2290,Redhead,New South Wales,NSW,-33.0118,151.7114,4
2290,Mount Hutton,New South Wales,NSW,-32.9833,151.6701,4
2290,Gateshead,New South Wales,NSW,-32.9821,151.6919,4
2290,Kahibah,New South Wales,NSW,-32.9667,151.7167,4
2290,Hillsborough,New South Wales,NSW,-32.9655,151.6724,4
2290,Tingira Heights,New South Wales,NSW,-32.9973,151.6702,4
2291,The Junction,New South Wales,NSW,-32.9382,151.7591,4
2291,Merewether,New South Wales,NSW,-32.948,151.7433,4
2291,Merewether Heights,New South Wales,NSW,-32.9473,151.7356,4
2292,Hamilton North,New South Wales,NSW,-32.9119,151.7368,4
2292,Broadmeadow,New South Wales,NSW,-32.9237,151.7285,4
2293,Maryville,New South Wales,NSW,-32.9112,151.7554,4
2293,Wickham,New South Wales,NSW,-32.9192,151.7569,4
2294,Carrington,New South Wales,NSW,-32.915,151.7644,4
2295,Fern Bay,New South Wales,NSW,-32.8643,151.8131,4
2295,Stockton,New South Wales,NSW,-32.9091,151.7836,4
2296,Islington,New South Wales,NSW,-32.9139,151.7474,4
2297,Tighes Hill,New South Wales,NSW,-32.9073,151.7509,4
2298,Waratah,New South Wales,NSW,-32.9067,151.7265,4
2298,Georgetown,New South Wales,NSW,-32.9081,151.7312,4
2298,Waratah West,New South Wales,NSW,-32.9,151.7117,4
2299,Lambton,New South Wales,NSW,-32.9167,151.7,4
2299,Jesmond,New South Wales,NSW,-32.9028,151.6907,4
2299,North Lambton,New South Wales,NSW,-32.9061,151.7057,4
2300,Newcastle,New South Wales,NSW,-32.9271,151.7765,4
2300,The Hill,New South Wales,NSW,-32.931,151.7754,3
2300,Cooks Hill,New South Wales,NSW,-32.9324,151.7711,4
2300,Newcastle East,New South Wales,NSW,-32.9277,151.7884,4
2300,Bar Beach,New South Wales,NSW,-32.9413,151.7654,4
2302,Newcastle West,New South Wales,NSW,-32.9245,151.7571,4
2303,Hamilton South,New South Wales,NSW,-32.9279,151.7465,3
2303,Hamilton East,New South Wales,NSW,-32.9258,151.7535,4
2303,Hamilton,New South Wales,NSW,-32.9221,151.7471,4
2304,Kooragang,New South Wales,NSW,-32.8843,151.771,4
2304,Warabrook,New South Wales,NSW,-32.8888,151.7149,4
2304,Mayfield,New South Wales,NSW,-32.8979,151.7361,4
2304,Mayfield West,New South Wales,NSW,-32.892,151.7271,4
2304,Sandgate,New South Wales,NSW,-32.8667,151.7,4
2304,Mayfield East,New South Wales,NSW,-32.9003,151.7497,4
2304,Mayfield North,New South Wales,NSW,-32.8928,151.7482,4
2305,New Lambton,New South Wales,NSW,-32.95,151.6833,4
2305,Kotara East,New South Wales,NSW,-32.928,151.7031,3
2305,New Lambton Heights,New South Wales,NSW,-32.9247,151.6936,4
2306,Windale,New South Wales,NSW,-32.9928,151.6817,4
2307,Shortland,New South Wales,NSW,-32.8788,151.691,4
2308,Newcastle University,New South Wales,NSW,-32.892,151.7053,3
2308,Callaghan,New South Wales,NSW,-32.892,151.7053,4
2309,Dangar,New South Wales,NSW,-33.5386,151.2415,4
2310,Hunter Region Mc,New South Wales,NSW,-32.5879,151.8955,1
2311,East Gresford,New South Wales,NSW,-32.4138,151.5565,4
2311,Halton,New South Wales,NSW,-32.3167,151.5167,4
2311,Gresford,New South Wales,NSW,-32.4273,151.5375,4
2311,Bingleburra,New South Wales,NSW,-32.3529,151.5156,3
2311,Mount Rivers,New South Wales,NSW,-32.3652,151.4846,4
2311,Upper Allyn,New South Wales,NSW,-32.3529,151.5156,3
2311,Lostock,New South Wales,NSW,-32.3333,151.45,4
2311,Allynbrook,New South Wales,NSW,-32.3614,151.5364,4
2311,Eccleston,New South Wales,NSW,-32.25,151.5,4
2311,Carrabolla,New South Wales,NSW,-32.3529,151.5156,3
2311,Lewinsbrook,New South Wales,NSW,-32.3529,151.5156,3
2312,Minimbah,New South Wales,NSW,-32.1577,152.3748,4
2312,Nabiac,New South Wales,NSW,-32.0984,152.3763,4
2314,Williamtown Raaf,New South Wales,NSW,-32.5879,151.8955,1
2315,Fingal Bay,New South Wales,NSW,-32.7497,152.171,4
2315,Corlette,New South Wales,NSW,-32.7201,152.1085,4
2315,Shoal Bay,New South Wales,NSW,-32.7223,152.175,4
2315,Nelson Bay,New South Wales,NSW,-32.7204,152.144,4
2316,Taylors Beach,New South Wales,NSW,-32.7488,152.067,4
2316,Fishermans Bay,New South Wales,NSW,-32.7858,152.0896,4
2316,Boat Harbour,New South Wales,NSW,-32.7896,152.1091,4
2316,Anna Bay,New South Wales,NSW,-32.7813,152.0859,4
2316,Bobs Farm,New South Wales,NSW,-32.7667,152.0167,4
2316,One Mile,New South Wales,NSW,-32.77,152.07,3
2317,Soldiers Point,New South Wales,NSW,-32.7105,152.0698,4
2317,Salamander Bay,New South Wales,NSW,-32.7225,152.0794,4
2318,Medowie,New South Wales,NSW,-32.7415,151.8676,4
2318,Salt Ash,New South Wales,NSW,-32.7833,151.9167,4
2318,Ferodale,New South Wales,NSW,-32.7333,151.85,4
2318,Campvale,New South Wales,NSW,-32.7726,151.856,4
2318,Williamtown,New South Wales,NSW,-32.8064,151.8436,4
2318,Oyster Cove,New South Wales,NSW,-32.7387,151.9564,4
2318,Fullerton Cove,New South Wales,NSW,-32.8405,151.8379,4
2319,Tilligerry Creek,New South Wales,NSW,-32.7393,152.0172,3
2319,Tanilba Bay,New South Wales,NSW,-32.7471,151.9971,4
2319,Mallabula,New South Wales,NSW,-32.7282,152.0126,4
2319,Lemon Tree Passage,New South Wales,NSW,-32.7305,152.0386,4
2320,Mindaribba,New South Wales,NSW,-32.7331,151.5279,3
2320,Bolwarra Heights,New South Wales,NSW,-32.701,151.5854,4
2320,Keinbah,New South Wales,NSW,-32.7331,151.5279,3
2320,Allandale,New South Wales,NSW,-32.7196,151.4028,4
2320,Mount Dee,New South Wales,NSW,-32.7331,151.5279,3
2320,South Maitland,New South Wales,NSW,-32.7453,151.5634,4
2320,Anambah,New South Wales,NSW,-32.7331,151.5279,3
2320,Louth Park,New South Wales,NSW,-32.7709,151.5483,4
2320,Farley,New South Wales,NSW,-32.7333,151.5167,4
2320,Lorn,New South Wales,NSW,-32.7333,151.5667,4
2320,Rutherford,New South Wales,NSW,-32.7167,151.5333,4
2320,Largs,New South Wales,NSW,-32.7,151.6,4
2320,Wallalong,New South Wales,NSW,-32.6956,151.6496,4
2320,Horseshoe Bend,New South Wales,NSW,-32.7353,151.5683,4
2320,Maitland Vale,New South Wales,NSW,-32.7331,151.5279,3
2320,Windella,New South Wales,NSW,-32.7033,151.4802,4
2320,Maitland,New South Wales,NSW,-32.7331,151.5574,4
2320,Oakhampton,New South Wales,NSW,-32.7,151.5667,4
2320,Gosforth,New South Wales,NSW,-32.6667,151.4833,4
2320,Telarah,New South Wales,NSW,-32.7333,151.5333,4
2320,Maitland North,New South Wales,NSW,-32.7164,151.5373,3
2320,Bolwarra,New South Wales,NSW,-32.7167,151.5667,4
2320,Pokolbin,New South Wales,NSW,-32.8,151.2833,4
2320,Rosebrook,New South Wales,NSW,-32.65,151.5167,4
2320,Rothbury,New South Wales,NSW,-32.7485,151.3429,4
2320,Aberglasslyn,New South Wales,NSW,-32.7,151.5333,4
2320,Oakhampton Heights,New South Wales,NSW,-32.7331,151.5279,3
2320,Hillsborough,New South Wales,NSW,-32.9655,151.6724,4
2320,Glen Oak,New South Wales,NSW,-32.6167,151.7167,4
2320,Melville,New South Wales,NSW,-32.7331,151.5279,3
2321,Butterwick,New South Wales,NSW,-32.6564,151.6369,4
2321,Duns Creek,New South Wales,NSW,-32.7353,151.622,3
2321,Morpeth,New South Wales,NSW,-32.7333,151.6333,4
2321,Woodville,New South Wales,NSW,-32.6833,151.6167,4
2321,Lochinvar,New South Wales,NSW,-32.6987,151.4552,4
2321,Duckenfield,New South Wales,NSW,-32.7333,151.6833,4
2321,Luskintyre,New South Wales,NSW,-32.6834,151.427,4
2321,Raworth,New South Wales,NSW,-32.7333,151.6167,4
2321,Cliftleigh,New South Wales,NSW,-32.7353,151.622,3
2321,Berry Park,New South Wales,NSW,-32.7333,151.6667,4
2321,Clarence Town,New South Wales,NSW,-32.584,151.7776,4
2321,Glen William,New South Wales,NSW,-32.5333,151.8,4
2321,Oswald,New South Wales,NSW,-32.7062,151.4215,4
2321,Heddon Greta,New South Wales,NSW,-32.802,151.5133,4
2321,Glen Martin,New South Wales,NSW,-32.7353,151.622,3
2321,Gillieston Heights,New South Wales,NSW,-32.7616,151.5286,4
2321,Harpers Hill,New South Wales,NSW,-32.7353,151.622,3
2321,Windermere,New South Wales,NSW,-32.6897,151.4474,4
2321,Phoenix Park,New South Wales,NSW,-32.7353,151.622,3
2321,Hinton,New South Wales,NSW,-32.7147,151.649,4
2322,Hexham,New South Wales,NSW,-32.8293,151.6844,4
2322,Stockrington,New South Wales,NSW,-32.8072,151.6739,3
2322,Chisholm,New South Wales,NSW,-32.8072,151.6739,3
2322,Lenaghan,New South Wales,NSW,-32.8417,151.6359,4
2322,Black Hill,New South Wales,NSW,-32.8377,151.6187,4
2322,Woodberry,New South Wales,NSW,-32.7931,151.6769,4
2322,Tarro,New South Wales,NSW,-32.8,151.6667,4
2322,Beresfield,New South Wales,NSW,-32.8,151.65,4
2322,Thornton,New South Wales,NSW,-32.7833,151.6333,4
2322,Tomago,New South Wales,NSW,-32.827,151.7131,4
2323,East Maitland,New South Wales,NSW,-32.75,151.5833,4
2323,Mulbring,New South Wales,NSW,-32.9048,151.4851,4
2323,Metford,New South Wales,NSW,-32.765,151.6094,4
2323,Ashtonfield,New South Wales,NSW,-32.7733,151.6058,4
2323,Four Mile Creek,New South Wales,NSW,-33.4318,148.9512,4
2323,Buttai,New South Wales,NSW,-32.8219,151.5609,4
2323,Brunkerville,New South Wales,NSW,-32.9425,151.4795,4
2323,Green Hills,New South Wales,NSW,-32.9176,149.5836,4
2323,Metford Dc,New South Wales,NSW,-32.8708,151.5188,3
2323,Pitnacree,New South Wales,NSW,-32.8048,151.5627,3
2323,Freemans Waterhole,New South Wales,NSW,-32.9847,151.4846,4
2323,Buchanan,New South Wales,NSW,-32.8305,151.5312,4
2323,Mount Vincent,New South Wales,NSW,-32.9174,151.4774,3
2323,Tenambit,New South Wales,NSW,-32.7333,151.6167,4
2323,Richmond Vale,New South Wales,NSW,-32.8048,151.5627,3
2324,Limeburners Creek,New South Wales,NSW,-32.6167,151.9167,4
2324,Twelve Mile Creek,New South Wales,NSW,-32.6447,151.865,4
2324,East Seaham,New South Wales,NSW,-32.6478,151.7616,4
2324,Millers Forest,New South Wales,NSW,-32.75,151.7,4
2324,Seaham,New South Wales,NSW,-32.6622,151.7266,4
2324,Tea Gardens,New South Wales,NSW,-32.6635,152.154,4
2324,Eagleton,New South Wales,NSW,-32.707,151.7553,4
2324,Cells River,New South Wales,NSW,-32.6462,151.9955,3
2324,Tahlee,New South Wales,NSW,-32.6667,152,4
2324,Osterley,New South Wales,NSW,-32.7245,151.6998,4
2324,Brandy Hill,New South Wales,NSW,-32.6893,151.696,4
2324,Hawks Nest,New South Wales,NSW,-32.6675,152.1783,4
2324,North Arm Cove,New South Wales,NSW,-32.6706,152.0448,4
2324,Raymond Terrace East,New South Wales,NSW,-32.6462,151.9955,3
2324,Pindimar,New South Wales,NSW,-32.6828,152.0981,4
2324,Carrington,New South Wales,NSW,-32.915,151.7644,4
2324,Heatherbrae,New South Wales,NSW,-32.7889,151.7354,4
2324,Bundabah,New South Wales,NSW,-32.6462,151.9955,3
2324,Nelsons Plains,New South Wales,NSW,-32.7205,151.7173,4
2324,Swan Bay,New South Wales,NSW,-32.6918,151.9289,4
2324,Balickera,New South Wales,NSW,-32.6589,151.8119,4
2324,Raymond Terrace,New South Wales,NSW,-32.75,151.75,4
2324,Karuah,New South Wales,NSW,-32.6539,151.9604,4
2325,Paxton,New South Wales,NSW,-32.9061,151.2849,4
2325,Quorrobolong,New South Wales,NSW,-32.9225,151.364,3
2325,Wollombi,New South Wales,NSW,-32.9388,151.1415,4
2325,Cessnock West,New South Wales,NSW,-32.9386,151.2758,3
2325,Kearsley,New South Wales,NSW,-32.8586,151.3957,3
2325,Cessnock,New South Wales,NSW,-32.8321,151.3562,4
2325,Kitchener,New South Wales,NSW,-32.8813,151.3671,4
2325,Ellalong,New South Wales,NSW,-32.9151,151.3116,4
2325,Bellbird,New South Wales,NSW,-32.8599,151.3187,4
2325,Mount View,New South Wales,NSW,-32.85,151.2833,4
2325,Elrington,New South Wales,NSW,-35.531,149.6453,4
2325,Pelton,New South Wales,NSW,-32.8783,151.3109,4
2325,Nulkaba,New South Wales,NSW,-32.8103,151.3483,4
2325,Lovedale,New South Wales,NSW,-32.7705,151.3648,4
2325,Laguna,New South Wales,NSW,-32.9902,151.1346,4
2325,Abernethy,New South Wales,NSW,-32.9,151.4,4
2325,Millfield,New South Wales,NSW,-32.8886,151.2613,4
2325,Greta Main,New South Wales,NSW,-32.88,151.3082,3
2325,Sweetmans Creek,New South Wales,NSW,-32.88,151.3082,3
2325,Olney,New South Wales,NSW,-32.88,151.3082,3
2325,Paynes Crossing,New South Wales,NSW,-32.9386,151.2758,3
2325,Cedar Creek,New South Wales,NSW,-32.8552,151.2186,4
2325,Congewai,New South Wales,NSW,-32.9386,151.2758,3
2325,Moruben,New South Wales,NSW,-32.88,151.3082,3
2325,Corrabare,New South Wales,NSW,-32.88,151.3082,3
2325,Aberdare,New South Wales,NSW,-32.8333,151.3667,4
2325,Bellbird Heights,New South Wales,NSW,-32.8504,151.329,4
2326,Neath,New South Wales,NSW,-32.8276,151.4082,4
2326,Abermain,New South Wales,NSW,-32.8074,151.4275,4
2326,Bishops Bridge,New South Wales,NSW,-32.7455,151.4689,4
2326,Weston,New South Wales,NSW,-32.811,151.4366,4
2326,Loxford,New South Wales,NSW,-32.791,151.4554,3
2326,Sawyers Gully,New South Wales,NSW,-32.8002,151.4368,3
2327,Stanford Merthyr,New South Wales,NSW,-32.8247,151.4936,4
2327,Pelaw Main,New South Wales,NSW,-32.8378,151.4815,4
2327,Kurri Kurri,New South Wales,NSW,-32.8193,151.4791,4
2328,Denman,New South Wales,NSW,-32.3879,150.6893,4
2328,Widden,New South Wales,NSW,-32.5167,150.3667,4
2328,Kerrabee,New South Wales,NSW,-32.4167,150.3,4
2328,Martindale,New South Wales,NSW,-32.4404,150.452,3
2328,Bureen,New South Wales,NSW,-32.4404,150.452,3
2328,Hollydeen,New South Wales,NSW,-32.5658,150.5176,3
2328,Giants Creek,New South Wales,NSW,-32.4404,150.452,3
2328,Yarrawa,New South Wales,NSW,-32.4404,150.452,3
2328,Dalswinton,New South Wales,NSW,-32.4404,150.452,3
2328,Mangoola,New South Wales,NSW,-32.4404,150.452,3
2329,Cassilis,New South Wales,NSW,-32,149.9833,4
2329,Borambil,New South Wales,NSW,-32.0333,150,4
2329,Uarbry,New South Wales,NSW,-32.0485,149.7679,4
2329,Merriwa,New South Wales,NSW,-32.1392,150.3556,4
2330,Ravensworth,New South Wales,NSW,-32.45,151.0667,4
2330,Gowrie,New South Wales,NSW,-31.35,150.85,4
2330,Glenridding,New South Wales,NSW,-32.6686,151.0454,3
2330,Howick,New South Wales,NSW,-32.6686,151.0454,3
2330,Warkworth,New South Wales,NSW,-32.5833,151.0333,4
2330,Glendon Brook,New South Wales,NSW,-32.5207,151.3346,4
2330,Scotts Flat,New South Wales,NSW,-32.6686,151.0454,3
2330,Hunterview,New South Wales,NSW,-32.5434,151.1772,4
2330,Putty,New South Wales,NSW,-32.9652,150.6679,4
2330,Dunolly,New South Wales,NSW,-32.6686,151.0454,3
2330,Gouldsville,New South Wales,NSW,-32.6686,151.0454,3
2330,Milbrodale,New South Wales,NSW,-32.6686,151.0454,3
2330,Long Point,New South Wales,NSW,-34.0167,150.9,4
2330,Goorangoola,New South Wales,NSW,-32.6686,151.0454,3
2330,Mitchells Flat,New South Wales,NSW,-32.5485,151.2846,4
2330,Redbournberry,New South Wales,NSW,-32.6686,151.0454,3
2330,Whittingham,New South Wales,NSW,-32.6167,151.2,4
2330,Big Ridge,New South Wales,NSW,-32.6686,151.0454,3
2330,Doyles Creek,New South Wales,NSW,-32.5485,150.7846,4
2330,Mirannie,New South Wales,NSW,-32.6993,150.95,3
2330,Glendon,New South Wales,NSW,-29.5794,150.4082,4
2330,Hebden,New South Wales,NSW,-32.3833,151.0667,4
2330,Wollemi,New South Wales,NSW,-33.044,150.6799,4
2330,Darlington,New South Wales,NSW,-33.891,151.1955,4
2330,Sedgefield,New South Wales,NSW,-32.5402,151.2512,4
2330,Mount Thorley,New South Wales,NSW,-32.6686,151.0454,3
2330,Bowmans Creek,New South Wales,NSW,-32.2652,151.1346,4
2330,Mount Olive,New South Wales,NSW,-32.6993,150.95,3
2330,Maison Dieu,New South Wales,NSW,-32.5378,151.0902,4
2330,Appletree Flat,New South Wales,NSW,-32.6686,151.0454,3
2330,Camberwell,New South Wales,NSW,-32.4833,151.0833,4
2330,Bridgman,New South Wales,NSW,-32.4543,151.1882,4
2330,Singleton,New South Wales,NSW,-32.5674,151.166,4
2330,Combo,New South Wales,NSW,-32.6686,151.0454,3
2330,Middle Falbrook,New South Wales,NSW,-32.6686,151.0454,3
2330,Westbrook,New South Wales,NSW,-32.6686,151.0454,3
2330,Mount Royal,New South Wales,NSW,-32.2075,151.2993,4
2330,Obanvale,New South Wales,NSW,-32.6686,151.0454,3
2330,Reedy Creek,New South Wales,NSW,-32.6993,150.95,3
2330,Jerrys Plains,New South Wales,NSW,-32.5,150.9167,4
2330,Big Yengo,New South Wales,NSW,-32.8931,150.8457,4
2330,Lemington,New South Wales,NSW,-32.6686,151.0454,3
2330,Fern Gully,New South Wales,NSW,-32.6686,151.0454,3
2330,Garland Valley,New South Wales,NSW,-32.6686,151.0454,3
2330,Fordwich,New South Wales,NSW,-32.6686,151.0454,3
2330,Rixs Creek,New South Wales,NSW,-32.6686,151.0454,3
2330,Hambledon Hill,New South Wales,NSW,-32.6686,151.0454,3
2330,Howes Valley,New South Wales,NSW,-32.8485,150.8512,4
2330,St Clair,New South Wales,NSW,-33.7973,150.7847,4
2330,Dyrring,New South Wales,NSW,-32.6686,151.0454,3
2330,Clydesdale,New South Wales,NSW,-32.6686,151.0454,3
2330,Wattle Ponds,New South Wales,NSW,-32.6686,151.0454,3
2330,Dural,New South Wales,NSW,-33.6833,151.0167,4
2330,Roughit,New South Wales,NSW,-32.6686,151.0454,3
2330,Falbrook,New South Wales,NSW,-32.6686,151.0454,3
2330,Wylies Flat,New South Wales,NSW,-32.6686,151.0454,3
2330,Bulga,New South Wales,NSW,-32.6667,151.0167,4
2330,Mcdougalls Hill,New South Wales,NSW,-32.6686,151.0454,3
2330,Broke,New South Wales,NSW,-32.7512,151.1045,4
2330,Greenlands,New South Wales,NSW,-32.6993,150.95,3
2330,Glennies Creek,New South Wales,NSW,-32.45,151.1167,4
2330,Singleton Heights,New South Wales,NSW,-32.6686,151.0454,3
2330,Carrowbrook,New South Wales,NSW,-32.6993,150.95,3
2331,Singleton Milpo,New South Wales,NSW,-32.6895,151.1897,1
2331,Singleton Military Area,New South Wales,NSW,-32.3281,150.986,1
2333,Baerami Creek,New South Wales,NSW,-32.5,150.4667,4
2333,Mccullys Gap,New South Wales,NSW,-32.2966,150.7584,3
2333,Liddell,New South Wales,NSW,-32.4167,151.0333,4
2333,Edderton,New South Wales,NSW,-32.2966,150.7584,3
2333,Sandy Hollow,New South Wales,NSW,-32.3333,150.5667,4
2333,Castle Rock,New South Wales,NSW,-32.3306,150.68,3
2333,Muscle Creek,New South Wales,NSW,-32.2704,150.9978,3
2333,Gungal,New South Wales,NSW,-32.2652,150.4846,4
2333,Kayuga,New South Wales,NSW,-32.2,150.8667,4
2333,Bengalla,New South Wales,NSW,-32.3306,150.68,3
2333,Baerami,New South Wales,NSW,-32.3818,150.4679,4
2333,Manobalai,New South Wales,NSW,-32.1896,150.676,4
2333,Muswellbrook,New South Wales,NSW,-32.2612,150.8901,4
2333,Wybong,New South Wales,NSW,-32.2667,150.6333,4
2334,Greta,New South Wales,NSW,-32.6778,151.3892,4
2335,Leconfield,New South Wales,NSW,-33.0131,151.1701,3
2335,Elderslie,New South Wales,NSW,-34.05,150.7,4
2335,Stanhope,New South Wales,NSW,-33.7164,150.9261,4
2335,North Rothbury,New South Wales,NSW,-32.6934,151.3438,4
2335,Lower Belford,New South Wales,NSW,-33.0131,151.1701,3
2335,East Branxton,New South Wales,NSW,-33.0131,151.1701,3
2335,Dalwood,New South Wales,NSW,-32.6484,151.3046,3
2335,Lambs Valley,New South Wales,NSW,-33.0131,151.1701,3
2335,Belford,New South Wales,NSW,-32.6667,151.2833,4
2335,Branxton,New South Wales,NSW,-32.6555,151.3511,4
2336,Upper Rouchel,New South Wales,NSW,-32.1167,151.0833,4
2336,Rouchel,New South Wales,NSW,-32.1167,151.0833,4
2336,Dartbrook,New South Wales,NSW,-32.1568,150.8063,4
2336,Upper Dartbrook,New South Wales,NSW,-32.1568,150.8063,4
2336,Aberdeen,New South Wales,NSW,-32.1659,150.89,4
2336,Rouchel Brook,New South Wales,NSW,-32.1254,151.0481,3
2336,Davis Creek,New South Wales,NSW,-32.1023,151.1358,3
2336,Rossgole,New South Wales,NSW,-32.1254,151.0481,3
2337,Stewarts Brook,New South Wales,NSW,-31.9985,151.3179,4
2337,Owens Gap,New South Wales,NSW,-32.05,150.7,4
2337,Moonan Flat,New South Wales,NSW,-31.9167,151.25,4
2337,Ellerston,New South Wales,NSW,-31.8167,151.3167,4
2337,Satur,New South Wales,NSW,-32.041,150.8416,4
2337,Wingen,New South Wales,NSW,-31.8833,150.8833,4
2337,Moonan Brook,New South Wales,NSW,-31.9415,151.2792,4
2337,Moobi,New South Wales,NSW,-31.9573,151.0389,3
2337,Glenrock,New South Wales,NSW,-31.6652,151.4179,4
2337,Segenhoe,New South Wales,NSW,-32.1167,150.9167,4
2337,Scone,New South Wales,NSW,-32.0501,150.8689,4
2337,Glenbawn,New South Wales,NSW,-31.9573,151.0389,3
2337,Tomalla,New South Wales,NSW,-31.85,151.4667,4
2337,Gundy,New South Wales,NSW,-32.0167,151,4
2337,Belltrees,New South Wales,NSW,-31.9906,151.1232,4
2337,Murulla,New South Wales,NSW,-31.9573,151.0389,3
2337,Bunnan,New South Wales,NSW,-32.05,150.5833,4
2337,Kars Springs,New South Wales,NSW,-31.9,150.5667,4
2337,Parkville,New South Wales,NSW,-31.9809,150.8628,4
2337,Middle Brook,New South Wales,NSW,-31.9573,151.0389,3
2337,Pages Creek,New South Wales,NSW,-31.9573,151.0389,3
2337,Woolooma,New South Wales,NSW,-32,151.25,4
2337,Omadale,New South Wales,NSW,-31.9573,151.0389,3
2337,Waverly,New South Wales,NSW,-31.9573,151.0389,3
2337,Brawboy,New South Wales,NSW,-31.9573,151.0389,3
2337,Dry Creek,New South Wales,NSW,-31.9573,151.0389,3
2338,Timor,New South Wales,NSW,-31.7833,151.0833,4
2338,Ardglen,New South Wales,NSW,-31.7358,150.7484,4
2338,Pages River,New South Wales,NSW,-31.7744,150.9006,3
2338,Murrurundi,New South Wales,NSW,-31.7642,150.8358,4
2338,Green Creek,New South Wales,NSW,-31.7744,150.9006,3
2338,Blandford,New South Wales,NSW,-31.7849,150.8935,4
2338,Crawney,New South Wales,NSW,-31.7744,150.9006,3
2338,Sandy Creek,New South Wales,NSW,-31.7744,150.9006,3
2338,Scotts Creek,New South Wales,NSW,-31.7744,150.9006,3
2339,Warrah Creek,New South Wales,NSW,-31.7152,150.6512,4
2339,Cattle Creek,New South Wales,NSW,-31.6778,150.6778,3
2339,Braefield,New South Wales,NSW,-31.5707,150.7018,4
2339,Little Jacks Creek,New South Wales,NSW,-31.6778,150.6778,3
2339,Willow Tree,New South Wales,NSW,-31.6495,150.7264,4
2339,Macdonalds Creek,New South Wales,NSW,-31.6778,150.6778,3
2339,Warrah,New South Wales,NSW,-31.65,150.65,4
2339,Parraweena,New South Wales,NSW,-31.6778,150.6778,3
2339,Big Jacks Creek,New South Wales,NSW,-31.6778,150.6778,3
2339,Chilcotts Creek,New South Wales,NSW,-31.6778,150.6778,3
2340,Loomberah,New South Wales,NSW,-31.1833,151,4
2340,Daruka,New South Wales,NSW,-31.0373,150.9707,4
2340,Somerton,New South Wales,NSW,-30.9411,150.6383,4
2340,Hillvue,New South Wales,NSW,-31.1276,150.9071,4
2340,Moore Creek,New South Wales,NSW,-31.1512,150.9383,3
2340,Garoo,New South Wales,NSW,-31.1512,150.9383,3
2340,Hanging Rock,New South Wales,NSW,-31.4822,151.1921,4
2340,Appleby,New South Wales,NSW,-30.9667,150.85,4
2340,Westdale,New South Wales,NSW,-31.0905,150.8568,4
2340,Gowrie,New South Wales,NSW,-31.35,150.85,4
2340,Goonoo Goonoo,New South Wales,NSW,-31.3079,150.9027,4
2340,South Tamworth,New South Wales,NSW,-31.11,150.9225,4
2340,Nundle,New South Wales,NSW,-31.465,151.1264,4
2340,Calala,New South Wales,NSW,-31.1736,150.9806,4
2340,Carroll,New South Wales,NSW,-30.9894,150.4442,4
2340,Bithramere,New South Wales,NSW,-31.1357,150.7811,4
2340,Woolomin,New South Wales,NSW,-31.305,151.1502,4
2340,Tamworth South,New South Wales,NSW,-31.2744,151.0275,3
2340,Gidley,New South Wales,NSW,-31.0119,150.8387,4
2340,Keepit,New South Wales,NSW,-30.8333,150.5167,4
2340,Barry,New South Wales,NSW,-31.5817,151.3183,4
2340,Oxley Vale,New South Wales,NSW,-31.0632,150.9006,4
2340,Duncans Creek,New South Wales,NSW,-31.3667,151.2,4
2340,Weabonga,New South Wales,NSW,-31.2167,151.3167,4
2340,Warral,New South Wales,NSW,-31.1637,150.8567,4
2340,Ogunbil,New South Wales,NSW,-31.1512,150.9383,3
2340,North Tamworth,New South Wales,NSW,-31.0786,150.9222,4
2340,Kingswood,New South Wales,NSW,-33.75,150.75,4
2340,Dungowan,New South Wales,NSW,-31.2152,151.1179,4
2340,Wallamore,New South Wales,NSW,-31.1512,150.9383,3
2340,Bective,New South Wales,NSW,-31.0042,150.7269,4
2340,Hallsville,New South Wales,NSW,-31.0112,150.874,4
